DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/18/2014,14:30,QUEENS,11101,40.740000200000004,-73.94759930000001,POINT (-73.9475993 40.7400002),BORDEN AVENUE                   ,23 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,307043,OTHER,OTHER,PASSENGER VEHICLE,,
08/11/2016,19:00,,,40.686787,-73.87928000000001,POINT (-73.87928 40.686787),JAMAICA AVENUE                  ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3498778,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/13/2014,0:40,BROOKLYN,11209,40.6214926,-74.0262133,POINT (-74.0262133 40.6214926),86 STREET                       ,5 AVENUE                        ,,1.0,0.0,0,0,0,0,1,0,Prescription Medication,Unspecified,,,,669849,MOTORCYCLE,PASSENGER VEHICLE,,,
03/13/2018,12:15,MANHATTAN,10016.0,40.750427,-73.98311,POINT (-73.98311 40.750427),,,411       5 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3861807,TAXI,SPORT UTILITY / STATION WAGON,,,
07/01/2017,12:50,QUEENS,11375.0,40.711338,-73.85646,POINT (-73.85646 40.711338),SELFRIDGE STREET                ,METROPOLITAN AVENUE,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3702912,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/10/2016,11:00,,,40.594425,-73.995316,POINT (-73.995316 40.594425),24 AVENUE                       ,CROPSEY AVENUE,,1.0,0.0,0,0,0,0,1,0,Drugs (illegal),Unspecified,,,,3478428,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:35,MANHATTAN,10010.0,40.7394976,-73.9826643,POINT (-73.9826643 40.7394976),EAST 24 STREET                  ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Accelerator Defective,Unspecified,,,3383902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,
09/21/2016,14:45,STATEN ISLAND,10308.0,40.55157,-74.14737,POINT (-74.14737 40.55157),AMBOY ROAD                      ,ADRIENNE PLACE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3524693,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/11/2016,7:43,MANHATTAN,10019.0,40.762707299999995,-73.9832142,POINT (-73.9832142 40.7627073),WEST 52 STREET                  ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3387153,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
10/10/2016,12:10,QUEENS,11372,40.746666,-73.89326,POINT (-73.89326 40.746666),,,72-19     ROOSEVELT AVENUE              ,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3538772,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/10/2017,10:00,,,40.66059,-73.931335,POINT (-73.931335 40.66059),RUTLAND ROAD                    ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3687464,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/04/2014,20:36,BRONX,10474,40.8231387,-73.8822371,POINT (-73.8822371 40.8231387),,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2818858,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/13/2017,10:45,QUEENS,11102.0,40.768513,-73.92514,POINT (-73.92514 40.768513),,,30-04     CRESCENT STREET               ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,,,,,3768599,TK,,,,
08/15/2012,19:15,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,2896825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/10/2016,15:00,QUEENS,11361.0,40.7636,-73.77098000000001,POINT (-73.77098 40.7636),BELL BOULEVARD                  ,41 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459983,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2019,16:38,BRONX,10462.0,40.849686,-73.86393000000001,POINT (-73.86393 40.849686),BRONXDALE AVENUE                ,BARNES AVENUE,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4115821,Bike,,,,
07/02/2014,20:30,BRONX,10471,40.906862,-73.904099,POINT (-73.904099 40.906862),WEST 259 STREET                 ,RIVERDALE AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,360905,PASSENGER VEHICLE,AMBULANCE,,,
11/11/2015,17:04,BROOKLYN,11214.0,40.606385499999995,-74.0012065,POINT (-74.0012065 40.6063855),86 STREET                       ,BAY 20 STREET                   ,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3332995,PASSENGER VEHICLE,BICYCLE,,,
09/16/2015,16:25,,,,,,MOTT AVENUE                     ,CORNAGA AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3298450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/02/2015,14:56,QUEENS,11412,40.703604399999996,-73.7582966,POINT (-73.7582966 40.7036044),198 STREET                      ,111 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3149170,VAN,SPORT UTILITY / STATION WAGON,,,
09/16/2018,21:00,,,40.70766,-73.95751,POINT (-73.95751 40.70766),BROOKLYN QUEENS EXPRESSWAY      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3982295,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/26/2019,8:30,BROOKLYN,11213.0,40.674145,-73.93061999999999,POINT (-73.93062 40.674145),UTICA AVENUE                    ,SAINT MARKS AVENUE,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4104820,Tractor Truck Diesel,Sedan,,,
03/17/2018,17:30,QUEENS,11421.0,40.68441,-73.864914,POINT (-73.864914 40.68441),75 STREET                       ,93 AVENUE,,2.0,0.0,0,0,0,0,2,0,Backing Unsafely,Unspecified,,,,3864497,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/01/2017,21:36,BRONX,10458.0,40.856613,-73.88365999999999,POINT (-73.88366 40.856613),,,2469      CAMBRELENG AVENUE             ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3624943,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/20/2018,14:40,BROOKLYN,11230.0,40.63082,-73.966415,POINT (-73.966415 40.63082),,,1100      CONEY ISLAND AVENUE           ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3946136,Sedan,Pick-up Truck,,,
06/05/2017,17:59,MANHATTAN,10019.0,40.769115,-73.98855999999999,POINT (-73.98856 40.769115),WEST 57 STREET                  ,10 AVENUE,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3684759,PASSENGER VEHICLE,,,,
11/11/2015,8:00,,,40.6101467,-74.1512571,POINT (-74.1512571 40.6101467),,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3332751,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
10/21/2018,9:19,QUEENS,11368.0,40.755109999999995,-73.871895,POINT (-73.871895 40.75511),96 STREET                       ,34 AVENUE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4004336,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/19/2015,23:00,,,40.69644829999999,-73.8130955,POINT (-73.8130955 40.6964483),,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,,,,3361517,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/13/2015,16:50,,,,,,30 STREET                       ,30 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3258395,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/09/2015,19:30,,,,,,BRUCKNER BOULEVARD              ,BALCOM AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3312410,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/13/2014,9:20,BRONX,10475,40.8687708,-73.8317333,POINT (-73.8317333 40.8687708),BARTOW AVENUE                   ,BAYCHESTER AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1037908,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/26/2014,19:35,MANHATTAN,10027,40.812052200000004,-73.9535429,POINT (-73.9535429 40.8120522),WEST 126 STREET                 ,MORNINGSIDE AVENUE              ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,341607,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/18/2014,4:25,QUEENS,11385,40.704527899999995,-73.869387,POINT (-73.869387 40.7045279),79 LANE                         ,78 ROAD                         ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,219156,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/15/2018,15:15,QUEENS,11432.0,40.71157,-73.785034,POINT (-73.785034 40.71157),88 AVENUE                       ,178 STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3983077,Station Wagon/Sport Utility Vehicle,Sedan,,,
07/27/2012,4:00,QUEENS,11101,40.7467026,-73.9312742,POINT (-73.9312742 40.7467026),SKILLMAN AVENUE                 ,33 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,238913,UNKNOWN,UNKNOWN,,,
09/21/2017,21:10,MANHATTAN,10013.0,40.718959999999996,-74.00128000000001,POINT (-74.00128 40.71896),CANAL STREET                    ,CORTLANDT ALLEY,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3755757,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/13/2017,8:30,BRONX,10457.0,40.851009999999995,-73.8938,POINT (-73.8938 40.85101),3 AVENUE                        ,QUARRY ROAD,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Other Vehicular,,,,3631164,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/14/2013,16:30,,,,,,CITY ISLAND ROAD                ,SHORE ROAD                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,91283,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/16/2012,16:28,QUEENS,11104,40.74532979999999,-73.92205849999999,POINT (-73.9220585 40.7453298),43 AVENUE                       ,42 STREET                       ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,239132,UNKNOWN,BICYCLE,,,
12/22/2017,14:00,BROOKLYN,11225.0,40.6578,-73.96236999999999,POINT (-73.96237 40.6578),,,209       OCEAN AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3819124,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/27/2016,8:00,BRONX,10467,40.882690000000004,-73.86972,POINT (-73.86972 40.88269),,,3600      WEBSTER AVENUE                ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500126,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/06/2018,6:45,,,40.709095,-73.99622,POINT (-73.99622 40.709095),FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4016282,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
03/01/2014,12:00,,,,,,UNION STREET                    ,BARCLAY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,254838,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/16/2013,23:00,BRONX,10474,40.8152123,-73.88180340000001,POINT (-73.8818034 40.8152123),HALLECK STREET                  ,SPOFFORD AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,77563,LARGE COM VEH(6 OR MORE TIRES),VAN,,,
10/19/2012,12:00,MANHATTAN,10010,40.7402615,-73.9905165,POINT (-73.9905165 40.7402615),5 AVENUE                        ,EAST 21 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,22483,PASSENGER VEHICLE,UNKNOWN,,,
12/02/2012,16:30,,,40.8579711,-73.8727118,POINT (-73.8727118 40.8579711),,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2937734,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/19/2014,22:05,MANHATTAN,10038.0,40.710220299999996,-74.0077442,POINT (-74.0077442 40.7102203),FULTON STREET                   ,NASSAU STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3139467,PASSENGER VEHICLE,VAN,,,
06/02/2016,17:35,,,,,,BRONX WHITESTONE BRIDGE         ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3455972,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
03/13/2014,17:25,QUEENS,11357,40.7892795,-73.81638029999999,POINT (-73.8163803 40.7892795),12 ROAD                         ,149 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,307073,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/04/2014,4:00,,,,,,129 STREET                      ,LIBERTY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,330052,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/09/2014,14:15,MANHATTAN,10040,40.853686100000004,-73.9305383,POINT (-73.9305383 40.8536861),WEST 188 STREET                 ,SAINT NICHOLAS AVENUE           ,,0.0,0.0,0,0,0,0,0,0,,,,,,2821847,PASSENGER VEHICLE,FIRE TRUCK,,,
11/15/2018,15:25,,,40.79525,-73.97321,POINT (-73.97321 40.79525),WEST 96 STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021856,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/26/2017,16:25,BROOKLYN,11234.0,40.625233,-73.91783000000001,POINT (-73.91783 40.625233),,,2149      RALPH AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3640815,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2013,22:35,,,,,,,,2202 57 PLACE(DRIVEWAY)                 ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127606,PASSENGER VEHICLE,UNKNOWN,,,
08/10/2013,12:00,,,,,,,,P/L OF 4401 AMBOY ROAD                  ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,299164,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/26/2012,16:25,QUEENS,11385,40.712902299999996,-73.906077,POINT (-73.906077 40.7129023),METROPOLITAN AVENUE             ,FOREST AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,214038,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/31/2015,21:29,,,40.768877200000006,-73.9489716,POINT (-73.9489716 40.7688772),,,,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3231441,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,
11/14/2012,8:45,BROOKLYN,11219,40.630364,-74.00413590000001,POINT (-74.0041359 40.630364),11 AVENUE                       ,62 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,141607,PASSENGER VEHICLE,UNKNOWN,,,
11/12/2013,6:30,QUEENS,11377,40.7561085,-73.90070290000001,POINT (-73.9007029 40.7561085),62 STREET                       ,32 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,278068,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/18/2017,3:00,,,40.83761,-73.88105999999999,POINT (-73.88106 40.83761),CROSS BRONX EXPY                ,,,2.0,0.0,0,0,0,0,2,0,Passing or Lane Usage Improper,Pavement Slippery,,,,3812174,TAXI,PASSENGER VEHICLE,,,
11/13/2016,17:43,,,40.640034,-73.877945,POINT (-73.877945 40.640034),BELT PARKWAY                    ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3559424,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/29/2017,1:13,,,,,,WEST 31 STREET                  ,DYER AVENUE,,0.0,0.0,0,0,0,0,0,0,Pavement Defective,,,,,3820305,SPORT UTILITY / STATION WAGON,,,,
08/26/2013,15:55,BRONX,10451,40.827811600000004,-73.92592929999999,POINT (-73.9259293 40.8278116),RIVER AVENUE                    ,EAST 161 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,87535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/28/2013,1:12,,,40.8255054,-73.8860751,POINT (-73.8860751 40.8255054),,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2881370,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/06/2019,8:00,QUEENS,11412.0,40.691666,-73.76239,POINT (-73.76239 40.691666),FARMERS BOULEVARD               ,LINDEN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4126574,Sedan,Sedan,,,
10/11/2013,14:00,BROOKLYN,11229.0,40.6012961,-73.9549428,POINT (-73.9549428 40.6012961),AVENUE T                        ,EAST 17 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,120113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/21/2015,11:00,BRONX,10468.0,40.871493900000004,-73.8886854,POINT (-73.8886854 40.8714939),EAST 199 STREET                 ,GRAND CONCOURSE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3157338,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2019,10:30,MANHATTAN,10016.0,40.746033000000004,-73.9768,POINT (-73.9768 40.746033),QUEENS MIDTOWN TUNNEL EXIT      ,EAST 35 STREET,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4075327,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/17/2019,19:50,BRONX,10462.0,40.836104999999996,-73.86227,POINT (-73.86227 40.836105),,,1440      WOOD ROAD                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4153699,Sedan,Station Wagon/Sport Utility Vehicle,,,
07/06/2019,7:00,,,40.7418,-73.72815,POINT (-73.72815 40.7418),CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4165149,Sedan,Station Wagon/Sport Utility Vehicle,,,
09/21/2015,15:20,,,,,,SEDGWICK AVENUE                 ,STEVENSON PLACE                 ,,0.0,0.0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Turning Improperly,,,,3300891,SPORT UTILITY / STATION WAGON,BUS,,,
02/12/2019,12:45,QUEENS,11369.0,40.770485,-73.87481,POINT (-73.87481 40.770485),96 STREET                       ,DITMARS BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4103404,,,,,
09/24/2013,18:28,BRONX,10459.0,40.8239366,-73.89487120000001,POINT (-73.8948712 40.8239366),TIFFANY STREET                  ,EAST 165 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,77968,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/26/2016,18:20,QUEENS,11103.0,40.7589746,-73.91899959999999,POINT (-73.9189996 40.7589746),STEINWAY STREET                 ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Failure to Yield Right-of-Way,,,,3396954,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/16/2015,15:35,BRONX,10461.0,40.8538424,-73.8496751,POINT (-73.8496751 40.8538424),RHINELANDER AVENUE              ,NARRANGANSETT AVENUE            ,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3316897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/10/2018,13:00,STATEN ISLAND,10306.0,40.575306,-74.121124,POINT (-74.121124 40.575306),RICHMOND ROAD                   ,ODIN STREET,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3998362,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/16/2017,14:00,STATEN ISLAND,10306.0,40.582755999999996,-74.13041,POINT (-74.13041 40.582756),MEISNER AVENUE                  ,ROCKLAND AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3792235,PICK-UP TRUCK,PICK-UP TRUCK,,,
03/29/2016,19:30,QUEENS,11375.0,40.71859,-73.83756,POINT (-73.83756 40.71859),,,112-07    QUEENS BOULEVARD              ,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4022152,4 dr sedan,Station Wagon/Sport Utility Vehicle,Motorcycle,,
05/14/2015,16:45,QUEENS,11373.0,40.7466689,-73.8748947,POINT (-73.8748947 40.7466689),WHITNEY AVENUE                  ,DENMAN STREET                   ,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,3220813,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/08/2018,20:00,,,,,,12 AVENUE                       ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3896838,TAXI,MOTORCYCLE,,,
10/27/2017,8:01,BRONX,10459.0,40.821537,-73.8939,POINT (-73.8939 40.821537),,,977       FOX STREET                    ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3778059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/14/2014,15:25,QUEENS,11428,40.7270302,-73.7330752,POINT (-73.7330752 40.7270302),224 STREET                      ,92 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,227155,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/13/2017,23:20,,,40.69993,-73.96188000000001,POINT (-73.96188 40.69993),BROOKLYN QUEENS EXPRESSWAY      ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3769244,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/19/2013,8:15,MANHATTAN,10003,40.7345334,-73.99226740000002,POINT (-73.9922674 40.7345334),UNIVERSITY PLACE                ,EAST 13 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10459,VAN,PASSENGER VEHICLE,,,
11/10/2016,7:40,BRONX,10466.0,40.88561,-73.84836999999999,POINT (-73.84837 40.88561),LACONIA AVENUE                  ,EAST 227 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3560007,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/27/2015,17:55,MANHATTAN,10029.0,40.793187200000006,-73.9405619,POINT (-73.9405619 40.7931872),2 AVENUE                        ,EAST 110 STREET                 ,,1.0,0.0,1,0,0,0,0,0,Physical Disability,,,,,3248806,UNKNOWN,,,,
04/29/2013,17:30,QUEENS,11691,40.6013244,-73.7578747,POINT (-73.7578747 40.6013244),GRASSMERE TERRACE               ,NEW HAVEN AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,202906,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/08/2013,8:45,BROOKLYN,11211,40.7125234,-73.9383217,POINT (-73.9383217 40.7125234),GRAND STREET                    ,WATERBURY STREET                ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,196366,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
05/27/2015,11:56,BROOKLYN,11201.0,40.6936492,-73.9833217,POINT (-73.9833217 40.6936492),FLATBUSH AVENUE EXTENSION       ,MYRTLE AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3228465,OTHER,LARGE COM VEH(6 OR MORE TIRES),,,
04/10/2019,12:00,MANHATTAN,10028.0,40.777190000000004,-73.95225,POINT (-73.95225 40.77719),EAST 85 STREET                  ,2 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4114077,Sedan,Convertible,,,
01/25/2018,11:23,QUEENS,11417.0,40.680305,-73.844536,POINT (-73.844536 40.680305),CROSS BAY BOULEVARD             ,LIBERTY AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3834946,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
03/28/2019,17:25,BROOKLYN,11210.0,40.621857,-73.93823,POINT (-73.93823 40.621857),KINGS HIGHWAY                   ,EAST 38 STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4105164,Sedan,Sedan,,,
12/20/2018,8:00,BRONX,10467.0,40.879055,-73.87439,POINT (-73.87439 40.879055),EAST GUN HILL ROAD              ,PERRY AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4048734,Sedan,Sedan,,,
07/22/2018,0:29,MANHATTAN,10025.0,40.79356,-73.96701999999999,POINT (-73.96702 40.79356),WEST 97 STREET                  ,COLUMBUS AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3946147,Taxi,,,,
11/24/2012,12:55,MANHATTAN,10010,40.743450700000004,-73.988192,POINT (-73.988192 40.7434507),5 AVENUE                        ,EAST 26 STREET                  ,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Oversized Vehicle,,,,22689,OTHER,BUS,,,
10/13/2014,23:45,BRONX,10462,40.8345211,-73.8618537,POINT (-73.8618537 40.8345211),VIRGINIA AVENUE                 ,MCGRAW AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,1038325,PASSENGER VEHICLE,LIVERY VEHICLE,,,
07/20/2018,7:45,MANHATTAN,10031.0,40.819571999999994,-73.95175,POINT (-73.95175 40.819572),AMSTERDAM AVENUE                ,WEST 136 STREET,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4026203,Station Wagon/Sport Utility Vehicle,Box Truck,,,
